YSymbol	isin	name	qscore	qscorePerf	REVPS5YGR	MARGIN5YR	PER	Rendement	L%H	ChPctPrice5Y	YLD+PRY
2503.T	JP3258000003	KIRIN HOLDINGS CO LTD	32	0	5,457	5,411	32,391	3,277	0,614	2,082	5,359
7058.T	JP3247500006	KYOEI SECURITY SERVICE CO LTD	71	0	10,719	4,014	47,533	3,067	0,876	-1,534	1,533
5246.T	JP3168250003	ELEMENTS INC	3	0	0,000	0,000		0,000	0,540	26,461	26,461
6092.T	JP3169730003	ENBIO HOLDINGS INC	44	0	3,377	6,773	42,056	0,962	0,289	-1,488	-0,527
5698.T	JP3169750001	ENVIPRO HOLDINGS INC	96	0	7,313	3,071	12,881	2,481	0,613	13,217	15,698
7670.T	JP3170180008	O-WELL CORP	83	0	1,700	1,471	5,506	3,256	0,604	12,877	16,132
3964.T	JP3172060000	AUCNET INC	33	0	27,066	9,531	15,843	2,535	0,966	21,514	24,049
6103.T	JP3172100004	OKUMA CORP	39	0	4,628	6,572	24,942	2,252	0,588	5,996	8,249
1736.T	JP3172410007	OTEC CORP	87	0	3,314	6,177	8,343	3,660	0,714	19,117	22,776
3839.T	JP3172440004	ODK SOLUTIONS CO LTD	60	0	4,784	4,959	20,485	1,556	0,569	-1,236	0,320
5987.T	JP3173000005	ONEX CORP	49	0	-1,008	-0,749	1641,711	1,525	0,966	16,549	18,074
7628.T	JP3173100003	OHASHI TECHNICA INC	82	0	4,590	4,093	16,257	3,649	0,654	9,118	12,767
6952.T	JP3209000003	CASIO COMPUTER CO LTD	57	0	-0,172	4,782	49,753	3,079	0,645	-5,391	-2,313
4733.T	JP3173500004	OBIC BUSINESS CONSULTANTS CO LTD	6	0	9,334	33,506	40,049	1,263	0,758	8,835	10,098
3288.T	JP3173540000	OPEN HOUSE CO LTD	73	0	17,878	8,666	9,050	2,485	0,781	15,194	17,679
3926.T	JP3173560008	OPEN DOOR INC	8	0	-13,397	-16,398	-68,689	0,000	0,025	-19,023	-19,023
6282.T	JP3174200000	OILES CORP	86	0	3,050	7,377	10,918	3,241	0,648	9,338	12,579
3861.T	JP3174410005	OJI HOLDINGS CORP	37	0	4,488	3,743	33,316	2,699	0,760	12,374	15,073
4221.T	JP3178400002	OKURA INDUSTRIAL CO LTD	77	0	-1,101	4,612	13,460	4,220	0,878	25,513	29,733
9532.T	JP3180400008	OSAKA GAS CO LTD	76	0	9,282	5,835	10,906	2,632	0,815	16,130	18,762
8697.T	JP3183200009	JAPAN EXCHANGE GROUP INC	1	0	6,273	37,854	29,176	2,204	0,634	5,864	8,068
5449.T	JP3184600009	OSAKA STEEL CO LTD	58	0	4,916	2,337	30,340	1,159	0,293	18,101	19,260
6644.T	JP3187600006	OSAKI ELECTRIC CO LTD	77	0	2,586	2,605	16,067	3,294	0,773	14,541	17,835
4684.T	JP3173400007	OBIC CO LTD	6	0	8,777	50,213	32,980	1,252	0,572	5,515	6,767
9684.T	JP3164630000	SQUARE ENIX HOLDINGS CO LTD	8	0	4,383	9,678	60,580	1,586	0,641	10,112	11,698
6723.T	JP3164720009	RENESAS ELECTRONICS CORP	4	0	12,207	16,238	15,454	0,676	0,333	16,236	16,912
5032.T	JP3164780003	ANYCOLOR INC	8	0	64,331	25,133	24,865	1,098	0,915	17,275	18,373
7240.T	JP3164800009	NOK CORP	86	0	5,222	3,431	14,649	4,081	0,874	16,997	21,078
8630.T	JP3165000005	SOMPO HOLDINGS INC	19	0	-33,502	5,542	2910,042	3,515	0,912	27,980	31,495
	JP3165100003	NC HOLDINGS CO LTD	50	0	9,774	4,027	20,088	2,427	0,895		0,000
6472.T	JP3165600002	NTN CORP	32	0	4,878	-0,007	423,259	1,795	0,928	11,561	13,356
9613.SR	JP3165700000	NTT DATA CORP	33	0	15,405	3,910	38,301	0,643	0,796	-40,461	-39,818
2819.T	JP3165930003	EBARA FOODS INDUSTRY INC	61	0	-0,025	4,579	24,037	1,448	0,114	1,997	3,446
6361.T	JP3166000004	EBARA CORP	16	0	11,731	7,673	25,561	2,704	0,977	44,230	46,934
6750.T	JP3168200008	ELECOM CO LTD	65	0	5,349	8,885	14,348	2,428	0,615	-6,855	-4,426
3692.T	JP3166830004	FFRI SECURITY INC	5	0	14,459	15,472	89,053	0,246	0,886	22,025	22,271
9220.T	JP3166980007	FB CARE SERVICE CO LTD	96	0	3,030	4,800	7,818	2,574	0,903	-2,054	0,520
7148.T	JP3166990006	FINANCIAL PRODUCTS GROUP CO LTD	56	0	33,390	17,130	10,919	4,597	0,424	38,324	42,922
7947.T	JP3167000003	FP CORP	55	0	5,276	5,649	14,472	1,579	0,023	-9,326	-7,747
7388.T	JP3167010002	FP PARTNER INC	47	0	0,000	0,000	17,286	4,286	0,224	11,719	16,006
6599.T	JP3167220007	EBRAINS INC	78	0	2,744	8,338	11,330	1,097	0,680	-6,790	-5,693
6034.T	JP3167260003	MRT INC	45	0	0,000	13,218		0,000	0,208	-13,921	-13,921
3661.T	JP3167310006	M-UP HOLDINGS INC	3	0	18,615	7,759	34,586	0,920	0,517	25,958	26,878
6080.T	JP3167320005	M&A CAPITAL PARTNERS CO LTD	29	0	8,511	26,442	15,720	0,404	0,854	-8,688	-8,284
9552.T	JP3167370000	M&A RESEARCH INSTITUTE HOLDINGS INC	27	0	0,000	0,000	22,564	0,000	0,109	12,879	12,879
8891.T	JP3167440001	AMG HOLDINGS CO LTD	75	0	24,271	6,945	5,779	2,665	0,660	23,824	26,488
4975.T	JP3166200000	JCU CORP	31	0	6,321	23,944	14,396	1,684	0,880	7,007	8,691
6645.T	JP3197800000	OMRON CORP	42	0	4,252	5,802	26,303	1,410	0,267	-10,935	-9,525
4661.T	JP3198900007	ORIENTAL LAND CO LTD	8	0	8,694	12,526	46,145	0,225	0,701	3,394	3,619
8585.T	JP3199000005	ORIENT CORP	42	0	0,240	7,276	13,446	3,133	0,802	-2,528	0,604
4800.T	JP3200140006	ORICON INC	56	0	4,571	21,734	11,755	2,804	0,612	0,216	3,020
4642.T	JP3200200008	ORIGINAL ENGINEERING CONSULTANTS CO LTD	45	0	2,443	7,012	18,652	3,204	0,473	13,457	16,660
8591.T	JP3200450009	ORIX CORP	36	0	7,046	11,413	11,566	3,633	0,837	24,968	28,602
7733.T	JP3201200007	OLYMPUS CORP	13	0	8,654	10,685	18,746	0,720	0,287	-1,314	-0,594
6368.T	JP3201600008	ORGANO CORP	27	0	10,986	10,565	21,965	1,795	0,919	52,514	54,309
3983.T	JP3201900002	ORO CO LTD	19	0	10,118	25,445	21,631	0,768	0,330	-5,321	-4,553
7085.T	JP3205100005	CURVES HOLDINGS CO LTD	5	0	-3,507	7,187	20,281	1,032	0,956	5,304	6,336
4768.T	JP3188200004	OTSUKA CORP	34	0	4,555	4,814	18,679	2,275	0,179	4,761	7,037
4275.T	JP3205320009	CARLIT HOLDINGS CO LTD	78	0	-5,694	5,814	12,836	2,746	0,891	20,075	22,822
4583.T	JP3205350006	CHIOME BIOSCIENCE INC	8	0	-1,163	-190,316		0,000	0,194	-10,609	-10,609
5891.T	JP3205680006	KAIRIKIYA CO LTD	49	0	0,000	0,000	19,211	0,997	0,455	-10,126	-9,128
153A.T	JP3205750007	CAULIS INC	8	0	0,000	0,000	48,866	0,000	0,731	-16,366	-16,366
4452.T	JP3205800000	KAO CORP	21	0	2,433	6,456	25,351	2,335	0,358	-3,358	-1,023
8154.T	JP3206200002	KAGA ELECTRONICS CO LTD	89	0	5,225	3,317	10,379	3,197	0,883	27,961	31,158
7686.T	JP3206700001	KAKUYASU GROUP CO LTD	47	0	-0,646	-0,306	23,033	2,647	0,333	-1,166	1,481
4521.T	JP3207000005	KAKEN PHARMACEUTICAL CO LTD	81	0	1,567	12,912	11,110	3,776	0,070	-2,222	1,554
2811.T	JP3208200000	KAGOME CO LTD	51	0	10,898	5,842	19,622	1,259	0,282	-4,570	-3,311
7256.T	JP3208600001	KASAI KOGYO CO LTD	61	0	-1,180	-5,045	10,353	1,573	0,267	-25,096	-23,523
9215.T	JP3208800007	CASY CO LTD	14	0	15,175	-1,195	101,011	0,000	0,679	-7,037	-7,037
7297.T	JP3205300001	CAR MATE MFG CO LTD	37	0	-1,470	2,681	122,362	3,307	0,517	1,417	4,723
4578.T	JP3188220002	OTSUKA HOLDINGS CO LTD	43	0	10,814	9,892	10,634	1,979	0,512	15,690	17,669
1802.T	JP3190000004	OBAYASHI CORP	48	0	4,833	4,237	12,277	3,867	0,802	21,725	25,592
1793.T	JP3190500003	OHMOTO GUMI CO LTD	54	0	-0,731	1,963	22,769	2,668	0,854	14,097	16,765
2917.T	JP3190700009	OHMORIYA CO LTD	51	0	-2,282	2,009	23,841	1,899	0,079	4,072	5,971
5959.T	JP3192000002	OKABE CO LTD	82	0	2,249	0,803	14,191	3,142	0,665	3,188	6,330
2938.T	JP3192300006	OKAMURA FOODS CO LTD	13	0	0,000	0,000	30,386	0,519	0,705	60,055	60,574
7994.T	JP3192400004	OKAMURA CORP	97	0	7,653	6,159	10,823	3,785	0,717	23,653	27,439
5122.T	JP3192800005	OKAMOTO INDUSTRIES INC	71	0	5,538	6,215	17,781	2,467	0,407	3,294	5,761
6125.T	JP3193200007	OKAMOTO MACHINE TOOL WORKS	86	0	-3,809	7,214	12,783	3,244	0,852	16,076	19,320
6926.T	JP3193600008	OKAYA ELECTRIC INDUSTRIES CO LTD	44	0	-3,028	-2,165		0,807	0,548	-9,482	-8,675
6235.T	JP3197760006	OPTORUN CO LTD	54	0	-5,541	18,081	17,205	2,459	0,603	-3,805	-1,346
6703.T	JP3194000000	OKI ELECTRIC INDUSTRY CO LTD	82	0	-0,227	1,844	16,167	2,988	0,898	9,312	12,301
9436.T	JP3194650002	OKINAWA CELLULAR TELEPHONE CO	20	0	7,288	15,120	19,593	3,056	0,891	20,039	23,095
9511.T	JP3194700005	OKINAWA ELECTRIC POWER CO INC	41	0	3,015	-2,599	9,391	2,463	0,771	-7,513	-5,050
1833.T	JP3194800003	OKUMURA CORP	69	0	6,334	2,912	32,485	5,376	0,692	13,727	19,104
9007.T	JP3196000008	ODAKYU ELECTRIC RAILWAY CO LTD	22	0	-4,063	7,411	13,797	1,074	0,586	-8,232	-7,159
7314.T	JP3196610004	ODAWARA AUTO-MACHINE MFG CO LTD	55	0	-0,795	2,923	148,991	2,558	0,686	16,682	19,240
4528.T	JP3197600004	ONO PHARMACEUTICAL CO LTD	23	0	12,305	21,226	19,756	2,630	0,602	-10,620	-7,991
6877.T	JP3197650009	OBARA GROUP INC	85	0	2,577	12,431	10,819	3,505	0,854	3,382	6,887
3694.T	JP3197690005	OPTIM CORP	18	0	9,511	11,973	26,560	0,000	0,259	-27,756	-27,756
9268.T	JP3197720000	OPTIMUS GROUP CO LTD	38	0	54,054	1,718	15,531	3,282	0,295	38,201	41,483
2389.T	JP3197730009	DIGITAL HOLDINGS INC	69	0	-25,122	9,228	19,630	4,283	0,853	9,023	13,305
3892.T	JP3193900002	OKAYAMA PAPER INDUSTRIES CO LTD	81	0	4,214	6,853	9,342	2,050	0,978	11,126	13,175
4165.T	JP3833270006	PLAID INC	8	0	26,532	-11,649	35,301	0,000	0,221	-23,763	-23,763
7246.T	JP3833600004	PRESS KOGYO CO LTD	83	0	0,213	4,366	12,132	4,088	0,833	17,821	21,909
3763.T	JP3833730009	PRO-SHIP INC	34	0	13,186	22,300	12,100	3,268	0,710	16,397	19,664
4389.T	JP3833820008	PROPERTY DATA BANK INC	30	0	12,645	18,019	17,944	1,156	0,723	-1,908	-0,752
2344.T	JP3834050001	HEIAN CEREMONY SERVICE CO LTD	93	0	3,454	10,366	8,067	3,501	0,615	3,358	6,860
9929.T	JP3834300000	HEIWA PAPER CO LTD	45	0	-2,331	1,505	43,281	2,362	0,487	2,048	4,410
8276.T	JP3834400008	HEIWADO CO LTD	59	0	0,958	2,106	12,644	2,133	0,637	5,449	7,582
8803.T	JP3834800009	HEIWA REAL ESTATE CO LTD	21	0	0,355	19,195	16,053	2,673	0,719	8,303	10,976
4593.T	JP3835100003	HEALIOS KK	1	0	28,952	-2817,044		0,000	0,575	-23,350	-23,350
4475.T	JP3835150008	HENNGE KK	1	0	18,411	7,508	42,133	0,032	0,542	-16,335	-16,303
6035.T	JP3100640006	IR JAPAN HOLDINGS LTD	29	0	-5,471	21,587	17,588	1,633	0,714	-40,652	-39,019
6532.T	JP3835250006	BAYCURRENT CONSULTING INC	6	0	28,722	26,802	39,649	0,851	0,880	43,206	44,057
4477.T	JP3835260005	BASE INC	17	0	16,008	-4,688	115,990	0,000	0,319	-32,334	-32,334
6183.T	JP3835760004	BELLSYSTEM24 HOLDINGS INC	69	0	2,558	5,777	10,877	3,690	0,640	-4,022	-0,332
5290.T	JP3835790001	VERTEX CORP	39	0	0,860	10,676	14,016	2,593	0,587	39,682	42,275
7048.T	JP3835830005	VELTRA CORP	14	0	-4,182	-40,310		0,000	0,133	-9,467	-9,467
3633.T	JP3836100002	GMO PEPABO INC	28	0	4,002	3,611	16,651	1,987	0,937	-17,086	-15,098
3053.T	JP3836400006	PEPPER FOOD SERVICE CO LTD	26	0	-40,537	-6,610	210,936	0,000	0,352	-8,998	-8,998
5015.T	JP3836500003	BP CASTROL KK	37	0	1,725	9,171	24,337	5,006	0,966	-6,092	-1,086
4587.T	JP3836750004	PEPTIDREAM INC	20	0	0,000	26,453	14,312	0,000	0,142	-20,767	-20,767
7741.T	JP3837800006	HOYA CORP	6	0	10,301	23,697	36,420	0,752	0,859	12,235	12,987
4481.T	JP3835210000	BASE CO LTD	28	0	13,345	17,208	15,220	2,193	0,737	2,771	4,964
6550.TW	JP3826780003	UNIPOS INC	8	0	-33,562	-78,061		0,000	0,429	16,058	16,058
5715.T	JP3826800009	FURUKAWA CO LTD	96	0	5,692	5,808	5,169	3,396	0,761	20,350	23,747
5741.T	JP3826900007	UACJ CORP	32	0	10,402	2,007	22,169	2,438	0,896	30,973	33,411
5801.T	JP3827200001	FURUKAWA ELECTRIC CO LTD	23	0	5,622	1,752	19,868	2,409	0,928	27,628	30,037
4848.T	JP3827800008	FULLCAST HOLDINGS CO LTD	63	0	10,264	9,355	12,651	2,606	0,717	1,884	4,490
7826.T	JP3828850002	FURUYA METAL CO LTD	51	0	12,367	16,875	10,600	2,423	0,367	7,206	9,629
7038.T	JP3829550007	FRONTIER MANAGEMENT INC	12	0	14,128	3,700		1,374	0,188	-21,920	-20,546
7717.T	JP3829900004	V TECHNOLOGY CO LTD	58	0	-2,898	4,358	42,336	2,872	0,810	-4,144	-1,273
7803.T	JP3829930001	BUSHIROAD INC	65	0	10,707	4,327	12,460	0,535	0,614	-2,786	-2,251
9278.T	JP3829940000	BOOKOFF GROUP HOLDINGS LTD	56	0	0,000	0,000	13,674	1,711	0,547	12,314	14,025
7805.T	JP3833250008	PRINTNET INC	70	0	0,000	0,000	8,223	1,997	0,375	6,341	8,338
5108.T	JP3830800003	BRIDGESTONE CORP	38	0	5,928	6,567	23,110	3,574	0,804	15,022	18,595
7039.T	JP3831050004	BRIDGE INTERNATIONAL CORP	69	0	22,239	8,515	10,349	0,654	0,875	-5,310	-4,656
	JP3831110006	BLUE ZONES HOLDINGS CO LTD	50	0	9,770	2,861	17,101	1,222	0,115		0,000
3655.T	JP3831460005	BRAINPAD INC	14	0	13,085	8,146	27,203	0,399	0,759	-0,375	0,025
4398.T	JP3831470004	BROADBAND SECURITY INC	29	0	5,801	5,311	40,383	0,768	0,183	-14,604	-13,836
3673.T	JP3831490002	BROADLEAF CO LTD	6	0	-4,524	1,138	83,308	0,923	0,663	5,736	6,659
4415.T	JP3831520006	BROAD ENTERPRISE CO LTD	14	0	20,646	7,841	16,383	0,000	0,821	2,121	2,121
4071.T	JP3832700003	PLUS ALPHA CONSULTING CO LTD	8	0	30,500	22,735	25,757	0,661	0,868	-2,603	-1,942
206A.T	JP3833190006	PRISM BIOLAB CO LTD	13	0	0,000	0,000		0,000	0,060	-57,529	-57,529
2281.T	JP3833200003	PRIMA MEAT PACKERS LTD	79	0	1,854	2,090	17,268	2,738	0,401	-4,790	-2,052
6176.T	JP3830700005	BRANGISTA INC	29	0	8,617	6,492	16,082	0,000	0,609	8,904	8,904
8995.T	JP3863070003	MAKOTO CONSTRUCTION CO LTD	51	0	3,349	4,116	45,738	3,591	0,201	7,413	11,004
1810.T	JP3863600007	MATSUI CONSTRUCTION CO LTD	84	0	2,106	2,118	11,438	3,367	0,780	15,070	18,437
8628.T	JP3863800003	MATSUI SECURITIES CO LTD	13	0	10,108	29,113	18,979	4,903	0,587	-1,564	3,339
6752.T	JP3866800000	PANASONIC CORP	50	0	2,451	4,007	11,894	2,325	0,931	12,015	14,339
7261.T	JP3868400007	MAZDA MOTOR CORP	45	0	7,885	2,638	30,496	3,052	0,751	13,408	16,460
7456.T	JP3868500004	MATSUDA SANGYO CO LTD	92	0	17,690	2,510	11,032	2,108	0,813	23,655	25,763
5018.T	JP3868850003	MORESCO CORP	87	0	5,854	4,066	12,599	3,437	0,877	7,083	10,521
3088.T	JP3869010003	MATSUMOTOKIYOSHI HOLDINGS CO LTD	25	0	6,266	4,742	21,044	1,476	0,648	17,582	19,058
156A.T	JP3869850002	MATERIAL GROUP INC	48	0	0,000	0,000	11,630	2,987	0,828	-13,013	-10,026
7730.T	JP3869920003	MANI INC	15	0	14,524	22,384	27,289	1,837	0,448	-13,547	-11,710
6203.T	JP3840600005	HOWA MACHINERY LTD	72	0	4,645	2,365	16,661	2,159	0,547	8,356	10,516
6592.T	JP3870000001	MABUCHI MOTOR CO LTD	35	0	9,291	8,917	34,122	1,283	0,886	3,029	4,312
202A.T	JP3870330002	MAMEZO DIGITAL HOLDINGS CO LTD	22	0	0,000	0,000	21,325	3,160	0,870	13,459	16,619
3494.T	JP3870340001	MULLION CO LTD	48	0	0,837	6,621	11,224	1,322	0,502	12,073	13,395
8252.T	JP3870400003	MARUI GROUP CO LTD	22	0	3,639	8,269	19,415	3,201	0,641	10,097	13,298
4102.T	JP3872800002	MARUO CALCIUM CO LTD	83	0	2,516	1,480	34,512	2,171	0,614	-0,230	1,940
9980.T	JP3873800001	MRK HOLDINGS INC	50	0	2,275	1,579	28,717	0,862	0,448	-5,988	-5,126
2288.T	JP3876400007	MARUDAI FOOD CO LTD	84	0	-0,335	-0,762	12,396	1,879	0,560	3,185	5,064
1333.T	JP3876600002	MARUHA NICHIRO CORP	74	0	4,480	2,253	7,346	2,604	0,714	8,906	11,510
8046.T	JP3877200000	MARUFUJI SHEET PILING CO LTD	95	0	0,684	3,176	7,873	4,116	0,836	14,214	18,330
7537.T	JP3877500003	MARUBUN CORP	98	0	-6,039	1,284	6,390	4,741	0,646	19,744	24,484
3994.T	JP3869960009	MONEY FORWARD INC	5	0	35,227	-22,508	-100,834	0,000	0,629	3,557	3,557
3593.T	JP3840800001	HOGY MEDICAL CO LTD	24	0	7,255	9,377	92,433	2,001	0,829	10,891	12,892
5446.T	JP3842200002	HOKUETSU METAL CO LTD	100	0	4,872	1,288	9,535	2,954	0,120	0,355	3,309
8377.T	JP3842400008	HOKUHOKU FINANCIAL GROUP INC	33	0	2,020	14,043	10,276	2,679	0,911	30,229	32,908
	JP3843400007	NORTH PACIFIC BANK LTD	33	0	1,025	9,900	12,536	3,278	0,883		0,000
1930.T	JP3845000003	HOKURIKU ELECTRICAL CONSTRUCTION CO LTD	88	0	2,178	5,087	12,717	3,398	0,736	8,249	11,648
9505.T	JP3845400005	HOKURIKU ELECTRIC POWER CO	55	0	6,441	1,072	2,724	1,492	0,443	2,954	4,446
6465.T	JP3845770001	HOSHIZAKI CORP	20	0	9,112	7,825	19,357	1,512	0,320	5,608	7,119
9509.T	JP3850200001	HOKKAIDO ELECTRIC POWER CO INC	43	0	3,822	3,711	3,678	2,600	0,789	21,725	24,325
7267.T	JP3854600008	HONDA MOTOR CO LTD	58	0	10,325	4,910	11,002	3,787	0,697	13,297	17,083
7047.T	JP3855850008	PORT INC	39	0	36,673	8,372	13,201	0,060	0,406	25,821	25,882
4479.T	JP3862920000	MAKUAKE INC	13	0	16,406	-6,793	26,454	0,000	0,535	-40,069	-40,069
198A.T	JP3856150002	POSTPRIME INC	8	0	0,000	0,000	53,181	0,000	0,007	-45,076	-45,076
5134.T	JP3856450006	POPER CO LTD	8	0	0,000	0,000	44,962	0,000	0,405	2,957	2,957
7358.T	JP3856500008	POPPINS HOLDINGS INC	60	0	3,997	3,192	15,919	2,097	0,818	-10,718	-8,621
5025.T	JP3860120009	MERCURY REALTECH INNOVATOR INC	55	0	6,450	6,104	14,535	0,000	0,328	-7,488	-7,488
7347.T	JP3860160005	MERCURIA HOLDINGS CO LTD	36	0	1,260	20,789	234,203	3,116	0,617	1,091	4,207
3901.T	JP3860210008	MARKLINES CO LTD	24	0	18,483	27,132	17,023	1,202	0,148	-2,648	-1,446
7844.T	JP3860230006	MARVELOUS INC	56	0	-1,198	6,953	46,009	4,167	0,710	-5,322	-1,155
7512.T	JP3860270002	AEON HOKKAIDO CORP	34	0	7,001	1,380	37,929	1,394	0,615	0,363	1,758
9553.T	JP3860350002	MICROAD INC	25	0	0,000	0,000	141,576	0,000	0,597	12,935	12,935
6586.T	JP3862400003	MAKITA CORP	41	0	9,060	7,275	15,287	1,527	0,550	-1,033	0,494
6135.T	JP3862800004	MAKINO MILLING MACHINE CO LTD	32	0	8,845	5,646	21,402	1,807	0,795	26,169	27,976
3657.T	JP3855950006	POLETOWIN PITCREW HOLDINGS INC	57	0	16,456	1,191	-79,762	1,902	0,183	-17,651	-15,749
7863.T	JP3795100001	HIRAGA CO LTD	77	0	8,636	3,882	11,521	2,371	0,091	20,340	22,711
6245.T	JP3795800006	HIRANO TECSEED CO LTD	66	0	8,720	5,202	19,906	3,040	0,430	0,846	3,886
2764.T	JP3796000002	HIRAMATSU INC	63	0	-8,435	-11,658	5,465	0,000	0,013	-8,699	-8,699
7337.T	JP3796150005	HIROGIN HOLDINGS INC	46	0	6,940	16,906	11,322	3,762	0,840	19,731	23,493
6806.T	JP3799000009	HIROSE ELECTRIC CO LTD	22	0	10,853	17,419	20,648	2,486	0,851	4,683	7,169
7804.T	JP3799630003	B&P CO LTD	72	0	1,477	8,636	12,531	3,000	0,805	18,495	21,495
4694.T	JP3799700004	BML INC	65	0	5,112	10,178	21,581	2,511	0,794	4,226	6,738
3981.T	JP3799710003	BEAGLEE INC	46	0	12,174	4,074	6,734	0,767	0,107	-10,450	-9,683
4490.T	JP3800220000	VISASQ INC	20	0	52,591	-38,094	28,508	0,000	0,024	-28,862	-28,862
9416.T	JP3800330007	VISION INC	33	0	5,977	5,879	17,125	0,442	0,535	5,934	6,376
3843.T	JP3826720009	FREEBIT CO LTD	78	0	1,637	6,087	10,776	1,265	0,667	12,821	14,086
3180.T	JP3800480000	BEAUTY GARAGE INC	41	0	16,572	3,317	18,960	0,612	0,277	1,396	2,007
1871.T	JP3801400007	P.S. MITSUBISHI CONSTRUCTION CO LTD	84	0	5,047	4,524	10,285	4,478	0,819	26,440	30,918
4447.T	JP3801490008	PBSYSTEMS INC	43	0	9,356	7,353	17,700	1,898	0,512	-18,584	-16,687
9629.T	JP3801500004	PCA CORP	37	0	2,448	11,970	24,165	2,707	0,545	4,416	7,122
7956.T	JP3801600002	PIGEON CORP	30	0	0,843	9,201	22,064	3,196	0,674	-18,552	-15,356
7044.T	JP3801650007	PIALA INC	14	0	0,794	-2,124	19,347	0,203	0,735	-23,639	-23,436
7066.T	JP3801660006	PEERS CO LTD	47	0	14,580	4,914	10,674	1,103	0,370	8,048	9,151
8917.T	JP3802230007	FIRST JUKEN CO LTD	94	0	-3,634	5,198	6,142	3,998	0,660	3,686	7,683
9983.T	JP3802300008	FAST RETAILING CO LTD	6	0	11,068	11,881	36,552	0,874	0,721	13,483	14,357
6954.T	JP3802400006	FANUC CORP	8	0	9,940	19,189	28,539	1,957	0,926	-0,710	1,246
3048.T	JP3800390001	BIC CAMERA INC	58	0	3,371	1,475	15,508	1,138	0,493	6,701	7,839
8242.T	JP3774600005	H2O RETAILING CORP	59	0	-4,858	1,955	20,355	1,904	0,445	26,489	28,393
5077.KL	JP3777420005	HANDS CO LTD	8	0	4,318	5,313		0,000		-1,725	-1,725
173A.T	JP3777550009	HAMMOCK INC	47	0	0,000	0,000	12,387	1,765	0,905	-3,258	-1,494
2491.T	JP3778390009	VALUECOMMERCE CO LTD	97	0	8,694	12,380	4,823	2,063	0,048	-25,233	-23,170
4422.T	JP3778470009	VALUENEX JAPAN INC	20	0	3,112	-5,543		0,000	0,213	-18,736	-18,736
4442.T	JP3778480008	VALTES HOLDINGS CO LTD	38	0	17,476	5,731	13,780	0,124	0,450	-13,004	-12,879
6612.T	JP3778510002	BALMUDA INC	33	0	-2,493	-0,203	107,398	0,000	0,089	-31,057	-31,057
7832.T	JP3778630008	BANDAI NAMCO HOLDINGS INC	8	0	11,589	9,419	23,539	1,875	0,667	13,457	15,332
4666.T	JP3780100008	PARK24 CO LTD	43	0	0,536	-1,317	23,766	0,057	0,112	5,555	5,612
5695.T	JP3781200005	POWDERTECH CO LTD	89	0	-2,627	4,955	21,194	3,541	0,593	-5,103	-1,563
5621.T	JP3794460000	HUMAN TECHNOLOGIES INC	8	0	0,000	0,000	31,790	0,845	0,835	43,084	43,929
2168.T	JP3781490002	PASONA GROUP INC	27	0	-0,948	7,203		1,226	0,328	5,546	6,772
6165.T	JP3782950004	PUNCH INDUSTRY CO LTD	86	0	-0,510	2,180	12,624	3,037	0,588	-1,073	1,964
9435.T	JP3783420007	HIKARI TSUSHIN INC	19	0	6,442	16,012	17,688	2,254	0,728	10,279	12,533
9020.T	JP3783600004	EAST JAPAN RAILWAY CO	14	0	-0,352	-1,307	17,540	1,554	0,786	14,314	15,868
6305.T	JP3787000003	HITACHI CONSTRUCTION MACHINERY CO LTD	40	0	8,040	6,438	14,556	3,091	0,825	12,923	16,014
6501.T	JP3788600009	HITACHI LTD	1	0	3,218	6,434	31,985	1,552	0,866	43,510	45,062
7004.T	JP3789000001	HITACHI ZOSEN CORP	79	0	8,723	2,757	8,369	1,898	0,845	18,794	20,693
6810.T	JP3791800000	MAXELL LTD	64	0	0,810	0,649	26,421	2,382	0,881	14,108	16,490
4433.T	JP3791990009	HITO-COMMUNICATIONS HOLDINGS INC	50	0	-1,647	2,979	49,043	1,991	0,670	-4,853	-2,862
7205.T	JP3792600003	HINO MOTORS LTD	39	0	-1,340	-4,952	7,502	0,697	0,105	-14,025	-13,327
8368.T	JP3793800008	HYAKUGO BANK LTD	46	0	5,101	14,560	13,446	2,847	0,913	23,085	25,931
4426.TW	JP3781440007	PASSLOGY CO LTD	5	0	-4,471	16,978		0,000		-17,580	-17,580
7135.T	JP3810600001	JAPAN CRAFT HOLDINGS CO LTD	19	0	-21,662	-9,136		1,387	0,684	-11,522	-10,135
5803.T	JP3811000003	FUJIKURA LTD	6	0	8,286	5,799	44,217	1,993	0,950	119,407	121,400
7957.T	JP3813400003	FUJICOPIAN CO LTD	94	0	0,022	0,511	5,568	3,990	0,420	1,320	5,310
4901.T	JP3814000000	FUJIFILM HOLDINGS CORP	19	0	7,082	8,030	16,804	1,713	0,781	15,349	17,061
4554.T	JP3816200004	FUJI PHARMA CO LTD	63	0	9,815	8,831	12,554	2,928	0,866	6,156	9,084
2607.T	JP3816400000	FUJI OIL HOLDINGS INC	18	0	10,105	1,638	360,767	2,112	0,705	1,455	3,568
1770.T	JP3816750008	FUJITA ENGINEERING CO LTD	93	0	2,203	4,934	10,544	3,632	0,615	15,061	18,693
6702.T	JP3818000006	FUJITSU LTD	13	0	0,489	6,308	18,414	1,125	0,898	23,304	24,430
6755.TWO	JP3818400008	FUJITSU GENERAL LTD	24	0	6,173	1,919	137,926	1,089	0,992	-20,729	-19,639
